_id	Tarih	Omerli	Darlik	Elmali	Terkos	Alibey	Buyukcekmece	Sazlidere	Kazandere	Pabucdere	Istrancalar
1037	2013-02-11T00:00:00	57,54%	48,23%	17,10%	55,36%	22,37%	39,35%	29,79%	4,21%	6,72%	43,92%
1038	2013-03-11T00:00:00	57,40%	47,90%	16,10%	55,36%	22,20%	39,35%	29,73%	4,33%	6,31%	44,69%
1039	2013-04-11T00:00:00	57,33%	47,68%	15,29%	55,36%	22,02%	39,02%	29,56%	4,46%	5,49%	45,24%
1040	2013-05-11T00:00:00	57,20%	47,27%	14,31%	55,36%	21,62%	38,68%	29,44%	4,46%	4,72%	45,87%
1041	2013-06-11T00:00:00	57,06%	46,98%	13,43%	55,19%	21,56%	38,68%	29,27%	4,46%	3,77%	46,42%
1042	2013-07-11T00:00:00	56,99%	46,72%	12,74%	55,19%	21,33%	38,68%	29,11%	4,46%	3,11%	47,33%
1043	2013-08-11T00:00:00	56,92%	46,50%	12,82%	55,03%	21,16%	38,68%	28,90%	4,40%	2,36%	48,04%
1044	2013-09-11T00:00:00	56,79%	46,17%	12,01%	54,86%	20,99%	38,35%	28,76%	4,43%	1,67%	48,71%
1045	2013-10-11T00:00:00	56,58%	45,88%	11,14%	55,03%	20,76%	38,35%	28,53%	4,48%	1,69%	49,32%
1046	2013-11-11T00:00:00	56,38%	45,62%	10,21%	54,53%	20,71%	38,01%	28,29%	4,78%	1,69%	49,91%
1047	2013-12-11T00:00:00	56,17%	45,32%	9,28%	53,86%	20,76%	38,01%	28,14%	5,62%	1,69%	50,50%
1048	2013-11-13T00:00:00	55,97%	45,14%	8,23%	53,37%	20,82%	37,67%	28,06%	5,75%	1,56%	50,21%
1049	2013-11-14T00:00:00	55,70%	44,92%	7,07%	53,37%	20,76%	37,67%	27,84%	5,87%	1,69%	50,67%
1050	2013-11-15T00:00:00	55,49%	44,66%	5,87%	52,71%	20,65%	37,34%	27,62%	6,37%	1,69%	51,36%
1051	2013-11-16T00:00:00	55,29%	44,48%	5,00%	52,54%	19,93%	37,34%	27,32%	6,96%	1,72%	51,82%
1052	2013-11-17T00:00:00	55,02%	44,26%	4,16%	52,05%	19,27%	37,00%	26,98%	7,12%	1,75%	52,40%
1053	2013-11-18T00:00:00	54,75%	44,00%	3,86%	51,72%	18,67%	36,66%	26,85%	7,23%	1,80%	52,82%
1054	2013-11-19T00:00:00	54,55%	43,74%	3,76%	51,39%	18,61%	36,66%	26,71%	7,35%	1,80%	53,37%
1055	2013-11-20T00:00:00	54,35%	43,52%	3,73%	50,74%	18,56%	36,33%	26,52%	7,74%	1,83%	54,03%
1056	2013-11-21T00:00:00	54,14%	43,27%	3,74%	50,25%	18,72%	36,33%	26,52%	8,33%	1,83%	54,91%
1057	2013-11-22T00:00:00	53,94%	43,05%	3,77%	49,92%	18,83%	36,33%	26,39%	8,62%	1,86%	55,73%
1058	2013-11-23T00:00:00	53,87%	42,83%	3,79%	49,59%	18,94%	35,99%	26,27%	9,23%	1,89%	56,65%
1059	2013-11-24T00:00:00	53,74%	42,61%	3,81%	49,27%	18,99%	35,99%	26,14%	9,48%	1,92%	57,62%
1060	2013-11-25T00:00:00	53,47%	42,35%	3,81%	48,62%	19,21%	35,65%	26,01%	9,99%	1,92%	57,89%
1061	2013-11-26T00:00:00	53,41%	42,13%	4,76%	48,62%	19,43%	35,99%	26,01%	10,26%	1,92%	58,54%
1062	2013-11-27T00:00:00	53,20%	41,94%	4,40%	48,78%	19,65%	35,99%	25,90%	10,55%	2,01%	59,54%
1063	2013-11-28T00:00:00	53,14%	41,80%	5,14%	51,23%	19,76%	36,33%	25,84%	13,81%	5,87%	89,40%
1064	2013-11-29T00:00:00	53,07%	41,69%	5,05%	51,55%	19,81%	35,99%	25,61%	14,52%	6,44%	90,85%
1065	2013-11-30T00:00:00	52,94%	41,47%	4,92%	51,06%	19,87%	35,99%	25,49%	15,21%	6,57%	91,22%
1066	2013-01-12T00:00:00	52,87%	41,28%	4,53%	50,74%	20,04%	35,65%	25,29%	15,36%	6,59%	91,57%
1067	2013-02-12T00:00:00	52,80%	41,10%	4,34%	50,74%	20,09%	35,65%	25,22%	15,69%	6,59%	91,87%
1068	2013-03-12T00:00:00	53,07%	40,88%	4,32%	50,25%	19,98%	35,65%	24,94%	15,86%	6,59%	91,97%
1069	2013-04-12T00:00:00	53,00%	40,66%	4,18%	49,92%	19,93%	35,32%	24,79%	16,05%	6,59%	90,81%
1070	2013-05-12T00:00:00	52,87%	40,44%	4,05%	49,43%	19,93%	35,32%	24,65%	16,43%	6,56%	88,35%
1071	2013-06-12T00:00:00	52,80%	40,22%	4,02%	49,11%	19,76%	34,98%	24,52%	16,62%	6,54%	85,51%
1072	2013-07-12T00:00:00	52,74%	39,96%	3,97%	49,11%	19,87%	35,32%	24,45%	16,91%	6,51%	82,66%
1073	2013-08-12T00:00:00	52,74%	39,85%	4,88%	48,62%	19,76%	34,98%	24,25%	17,11%	6,51%	79,33%
1074	2013-09-12T00:00:00	52,67%	39,67%	4,68%	48,14%	19,70%	34,98%	23,99%	17,36%	6,51%	75,89%
1075	2013-10-12T00:00:00	52,67%	39,45%	4,43%	47,97%	19,81%	34,64%	24,05%	17,66%	6,44%	70,80%
1076	2013-11-12T00:00:00	52,87%	39,52%	5,13%	48,14%	19,76%	34,64%	23,99%	17,99%	6,31%	69,17%
1077	2013-12-12T00:00:00	52,87%	39,67%	5,49%	47,81%	19,93%	34,64%	23,55%	18,20%	6,02%	69,75%
1078	2013-12-13T00:00:00	52,87%	39,67%	5,59%	47,49%	19,98%	34,64%	23,43%	18,20%	5,80%	70,96%
1079	2013-12-14T00:00:00	53,00%	39,70%	5,82%	47,49%	19,87%	34,31%	23,43%	18,60%	5,76%	72,03%
1080	2013-12-15T00:00:00	53,07%	39,67%	6,07%	47,17%	19,76%	34,31%	23,32%	18,67%	5,73%	72,55%
1081	2013-12-16T00:00:00	53,00%	39,63%	5,74%	46,85%	19,81%	34,31%	23,20%	18,70%	5,66%	73,19%
1082	2013-12-17T00:00:00	53,00%	39,59%	6,62%	46,85%	20,04%	34,31%	23,20%	18,73%	5,66%	73,64%
1083	2013-12-18T00:00:00	53,00%	39,59%	7,09%	46,69%	20,26%	34,31%	23,09%	18,76%	5,62%	74,43%
1084	2013-12-19T00:00:00	53,07%	39,59%	7,40%	46,69%	20,48%	34,31%	23,03%	18,50%	5,62%	74,97%
1085	2013-12-20T00:00:00	53,00%	39,52%	7,46%	46,37%	20,31%	34,31%	22,80%	18,07%	5,29%	75,24%
1086	2013-12-21T00:00:00	53,00%	39,45%	7,54%	46,05%	20,31%	33,97%	22,65%	17,86%	4,72%	75,47%
1087	2013-12-22T00:00:00	52,94%	39,23%	7,57%	46,21%	20,31%	33,97%	22,54%	17,66%	4,11%	75,57%
1088	2013-12-23T00:00:00	52,87%	39,08%	7,82%	45,73%	20,37%	33,63%	22,38%	17,47%	3,59%	75,65%
1089	2013-12-24T00:00:00	52,67%	38,86%	8,03%	45,25%	20,31%	33,63%	22,20%	17,29%	3,11%	75,71%
1090	2013-12-25T00:00:00	52,60%	38,56%	8,04%	44,93%	20,43%	33,63%	22,20%	16,94%	2,53%	75,78%
1091	2013-12-26T00:00:00	52,47%	38,34%	8,04%	44,93%	20,37%	33,30%	21,94%	16,62%	2,10%	75,76%
1092	2013-12-27T00:00:00	52,40%	38,20%	7,99%	44,77%	20,43%	33,30%	21,88%	16,16%	1,56%	72,74%
1093	2013-12-28T00:00:00	52,21%	38,01%	7,92%	44,93%	20,48%	33,30%	21,81%	15,59%	1,06%	67,99%
1094	2013-12-29T00:00:00	52,07%	37,90%	7,84%	44,77%	20,60%	32,96%	21,62%	15,21%	0,44%	65,00%
1095	2013-12-30T00:00:00	52,01%	37,76%	7,76%	44,45%	20,65%	32,96%	21,44%	13,50%	0,18%	65,25%
1096	2013-12-31T00:00:00	51,81%	37,61%	7,68%	44,29%	20,60%	32,96%	21,32%	12,68%	0,00%	65,62%
1097	2014-01-01T00:00:00	51,67%	37,46%	7,60%	43,82%	20,65%	32,96%	21,14%	11,71%	0,21%	66,08%
1098	2014-02-01T00:00:00	51,54%	37,17%	7,53%	43,50%	20,65%	32,62%	21,02%	10,80%	0,64%	66,08%
1099	2014-03-01T00:00:00	51,41%	37,02%	7,73%	43,18%	20,65%	32,62%	20,86%	9,65%	0,41%	65,57%
1100	2014-04-01T00:00:00	51,21%	36,84%	7,79%	43,34%	20,71%	32,62%	20,69%	8,74%	0,44%	64,94%
1101	2014-05-01T00:00:00	51,08%	36,62%	7,84%	42,87%	20,65%	32,29%	20,52%	7,74%	0,46%	61,29%
1102	2014-06-01T00:00:00	50,88%	36,47%	7,84%	43,03%	20,60%	32,29%	20,36%	6,23%	0,46%	60,98%
1103	2014-07-01T00:00:00	50,75%	36,32%	7,89%	42,71%	20,60%	32,12%	20,16%	5,00%	0,41%	58,17%
1104	2014-08-01T00:00:00	50,62%	36,21%	7,84%	42,71%	20,71%	31,62%	20,11%	4,09%	0,38%	53,59%
1105	2014-09-01T00:00:00	50,42%	36,03%	7,84%	42,55%	20,71%	31,62%	20,00%	2,99%	0,35%	51,99%
1106	2014-10-01T00:00:00	50,23%	35,95%	7,29%	42,24%	20,60%	31,62%	19,81%	2,40%	0,38%	50,25%
1107	2014-11-01T00:00:00	50,09%	35,73%	6,74%	42,40%	20,65%	31,62%	19,72%	2,18%	0,32%	48,02%
1108	2014-12-01T00:00:00	49,90%	35,55%	6,20%	42,40%	20,54%	31,62%	19,62%	1,97%	0,32%	45,79%
1109	2014-01-13T00:00:00	49,70%	35,48%	5,73%	42,08%	20,60%	31,28%	19,35%	1,87%	0,24%	43,18%
1110	2014-01-14T00:00:00	49,51%	35,29%	5,10%	41,77%	20,54%	31,28%	19,17%	1,87%	0,24%	40,80%
1111	2014-01-15T00:00:00	49,31%	35,07%	4,79%	41,61%	20,48%	31,11%	19,06%	1,83%	0,21%	37,90%
1112	2014-01-16T00:00:00	49,05%	34,96%	4,58%	41,30%	20,54%	30,94%	19,06%	1,77%	0,13%	34,97%
1113	2014-01-17T00:00:00	48,85%	34,85%	4,27%	41,61%	20,65%	31,28%	19,00%	2,40%	0,13%	32,04%
1114	2014-01-18T00:00:00	48,66%	34,67%	3,75%	41,30%	20,65%	30,94%	18,88%	3,22%	0,16%	24,42%
1115	2014-01-19T00:00:00	48,40%	34,49%	3,68%	41,14%	20,71%	30,94%	18,77%	3,86%	0,16%	21,55%
1116	2014-01-20T00:00:00	48,14%	34,30%	3,65%	40,99%	20,65%	30,61%	18,66%	4,33%	0,16%	20,24%
1117	2014-01-21T00:00:00	47,95%	34,15%	3,60%	40,67%	20,65%	30,61%	18,55%	4,78%	0,18%	19,17%
1118	2014-01-22T00:00:00	47,75%	34,01%	4,14%	40,52%	20,71%	30,61%	18,50%	5,23%	0,24%	19,32%
1119	2014-01-23T00:00:00	47,56%	33,90%	4,17%	40,52%	20,71%	30,61%	18,39%	5,62%	0,41%	19,49%
1120	2014-01-24T00:00:00	47,30%	33,75%	4,16%	40,36%	20,65%	30,61%	18,34%	5,70%	0,44%	16,61%
1121	2014-01-25T00:00:00	47,24%	33,57%	4,18%	40,52%	20,71%	30,27%	18,29%	5,75%	0,46%	11,11%
1122	2014-01-26T00:00:00	46,85%	33,42%	4,52%	40,52%	20,65%	30,94%	18,23%	5,75%	0,71%	10,92%
1123	2014-01-27T00:00:00	46,66%	33,16%	4,80%	40,67%	20,54%	30,94%	18,13%	6,51%	1,16%	12,42%
1124	2014-01-28T00:00:00	46,47%	33,09%	5,00%	40,52%	20,65%	30,77%	18,08%	7,35%	0,83%	13,84%
1125	2014-01-29T00:00:00	46,21%	32,94%	5,34%	40,52%	20,82%	30,61%	18,13%	7,48%	0,74%	19,51%
1126	2014-01-30T00:00:00	46,08%	32,76%	5,76%	40,83%	20,76%	30,61%	18,03%	14,52%	7,20%	43,18%
1127	2014-01-31T00:00:00	45,89%	32,68%	5,78%	40,83%	20,88%	30,61%	17,98%	17,66%	7,37%	50,64%
1128	2014-01-02T00:00:00	45,64%	32,50%	5,81%	40,83%	20,93%	30,27%	17,98%	18,28%	7,12%	48,76%
1129	2014-02-02T00:00:00	45,45%	32,39%	5,84%	40,99%	20,93%	30,27%	17,93%	18,07%	6,80%	45,73%
1130	2014-03-02T00:00:00	45,26%	32,21%	5,87%	40,99%	20,93%	30,27%	17,73%	18,07%	6,41%	42,78%
1131	2014-04-02T00:00:00	45,00%	32,06%	5,89%	40,99%	20,93%	30,27%	17,69%	18,07%	5,95%	41,16%
1132	2014-05-02T00:00:00	44,75%	31,99%	5,93%	40,99%	20,82%	30,10%	17,59%	17,86%	5,39%	36,50%
1133	2014-06-02T00:00:00	44,50%	31,84%	5,96%	40,99%	20,82%	29,93%	17,50%	17,86%	4,72%	32,49%
1134	2014-07-02T00:00:00	44,31%	31,62%	6,12%	40,99%	20,76%	29,93%	17,50%	17,66%	3,95%	29,58%
1135	2014-08-02T00:00:00	44,05%	31,47%	6,10%	41,30%	20,82%	29,60%	17,45%	17,55%	3,25%	27,02%
1136	2014-09-02T00:00:00	43,80%	31,33%	5,72%	40,83%	20,99%	29,60%	17,40%	17,47%	2,46%	24,99%
1137	2014-10-02T00:00:00	43,55%	31,10%	5,78%	40,83%	21,05%	29,43%	17,36%	17,40%	1,86%	22,01%
1138	2014-11-02T00:00:00	43,30%	30,99%	5,82%	40,83%	20,93%	29,43%	17,32%	17,11%	1,56%	20,25%
1139	2014-12-02T00:00:00	43,05%	30,85%	5,84%	40,83%	20,88%	29,26%	17,23%	16,78%	0,90%	18,76%
1140	2014-02-13T00:00:00	42,80%	30,70%	5,85%	40,83%	20,88%	29,26%	17,19%	16,43%	0,03%	16,86%
1141	2014-02-14T00:00:00	42,55%	30,52%	5,87%	40,83%	20,99%	29,26%	17,15%	16,16%	0,13%	14,01%
1142	2014-02-15T00:00:00	42,30%	30,37%	6,21%	40,99%	20,99%	29,60%	17,15%	15,62%	0,24%	11,00%
1143	2014-02-16T00:00:00	42,11%	30,26%	6,70%	40,99%	21,05%	29,26%	17,06%	14,84%	0,18%	12,97%
1144	2014-02-17T00:00:00	41,86%	30,15%	6,73%	40,99%	21,10%	28,92%	16,97%	14,52%	0,03%	14,72%
1145	2014-02-18T00:00:00	41,55%	29,97%	6,76%	40,83%	21,10%	28,92%	16,97%	13,81%	0,16%	15,69%
1146	2014-02-19T00:00:00	41,24%	29,82%	6,78%	40,52%	21,10%	28,92%	16,97%	13,21%	0,21%	17,30%
1147	2014-02-20T00:00:00	41,00%	29,67%	6,79%	40,52%	21,16%	28,92%	16,92%	12,68%	0,21%	18,21%
1148	2014-02-21T00:00:00	40,69%	29,49%	6,81%	40,36%	21,10%	28,76%	16,87%	12,09%	0,24%	18,92%
1149	2014-02-22T00:00:00	40,44%	29,34%	6,81%	40,05%	21,10%	28,59%	16,81%	11,57%	0,32%	19,46%
1150	2014-02-23T00:00:00	40,14%	29,19%	6,81%	39,89%	21,10%	28,59%	16,76%	10,97%	0,32%	19,66%
1151	2014-02-24T00:00:00	39,95%	29,01%	6,79%	40,52%	21,05%	28,59%	16,76%	10,41%	0,32%	19,93%
1152	2014-02-25T00:00:00	39,89%	28,90%	7,73%	40,67%	21,10%	28,59%	16,76%	9,82%	0,41%	21,99%
1153	2014-02-26T00:00:00	39,77%	28,86%	8,34%	40,52%	21,33%	28,25%	16,65%	9,17%	0,26%	23,63%
1154	2014-02-27T00:00:00	39,65%	28,86%	8,39%	40,36%	21,39%	28,25%	16,65%	8,62%	0,11%	22,87%
1155	2014-02-28T00:00:00	39,46%	28,75%	8,40%	39,89%	21,39%	28,25%	16,60%	7,74%	0,24%	22,88%
1156	2014-01-03T00:00:00	39,28%	28,64%	8,40%	39,89%	21,50%	28,25%	16,60%	6,80%	0,21%	22,89%
1157	2014-02-03T00:00:00	39,03%	28,57%	8,42%	39,89%	21,50%	28,25%	16,71%	5,98%	0,24%	22,56%
1158	2014-03-03T00:00:00	38,85%	28,42%	8,43%	39,89%	21,56%	27,91%	16,60%	5,36%	0,26%	23,06%
1159	2014-04-03T00:00:00	38,61%	28,28%	8,45%	39,74%	21,68%	27,91%	16,60%	4,89%	0,29%	23,86%
1160	2014-05-03T00:00:00	38,37%	28,17%	8,45%	39,74%	21,56%	27,91%	16,55%	4,33%	0,26%	25,07%
1161	2014-06-03T00:00:00	38,25%	27,98%	8,60%	39,58%	21,62%	27,75%	16,55%	3,82%	0,32%	25,91%
1162	2014-07-03T00:00:00	37,94%	27,87%	7,42%	39,74%	21,56%	27,91%	16,49%	3,56%	0,16%	27,22%
1163	2014-08-03T00:00:00	37,82%	27,69%	2,15%	39,27%	21,62%	27,91%	16,44%	3,66%	0,24%	26,32%
1164	2014-09-03T00:00:00	37,76%	27,65%	4,29%	40,21%	21,79%	27,91%	16,49%	3,66%	0,32%	26,09%
1165	2014-10-03T00:00:00	37,76%	27,65%	4,65%	41,30%	22,31%	27,91%	16,60%	4,33%	0,44%	37,88%
1166	2014-11-03T00:00:00	38,79%	28,94%	11,23%	47,65%	24,63%	29,60%	17,28%	15,52%	9,49%	99,68%
1167	2014-12-03T00:00:00	39,52%	30,11%	12,62%	53,04%	26,49%	31,95%	17,98%	21,00%	13,02%	99,64%
1168	2014-03-13T00:00:00	39,83%	30,66%	12,93%	54,03%	27,06%	32,29%	18,29%	23,67%	13,86%	98,19%
1169	2014-03-14T00:00:00	40,20%	30,92%	12,99%	54,03%	27,19%	32,62%	18,44%	24,78%	14,38%	94,81%
1170	2014-03-15T00:00:00	40,44%	31,10%	13,06%	53,86%	27,25%	32,62%	18,55%	25,34%	14,62%	87,89%
1171	2014-03-16T00:00:00	40,50%	31,21%	13,15%	54,03%	27,63%	32,62%	18,72%	26,21%	14,86%	79,37%
1172	2014-03-17T00:00:00	40,50%	31,33%	13,35%	54,36%	27,70%	32,62%	18,77%	27,09%	15,08%	70,81%
1173	2014-03-18T00:00:00	40,44%	31,44%	13,23%	54,36%	27,82%	32,62%	18,77%	26,70%	15,39%	61,08%
1174	2014-03-19T00:00:00	40,32%	31,51%	13,40%	54,20%	28,02%	32,62%	18,77%	26,21%	15,58%	53,36%
1175	2014-03-20T00:00:00	40,32%	31,51%	13,39%	54,36%	27,95%	32,96%	18,88%	25,76%	15,58%	53,26%
1176	2014-03-21T00:00:00	40,26%	31,55%	14,33%	54,69%	28,02%	32,96%	18,88%	25,34%	15,46%	50,69%
1177	2014-03-22T00:00:00	40,14%	31,55%	14,58%	55,03%	28,15%	32,96%	19,00%	24,96%	15,18%	49,27%
1178	2014-03-23T00:00:00	40,01%	31,55%	14,63%	55,19%	28,15%	32,62%	18,94%	24,60%	14,83%	47,56%
1179	2014-03-24T00:00:00	39,77%	31,58%	14,69%	55,36%	28,21%	32,62%	19,00%	23,67%	14,42%	45,73%
1180	2014-03-25T00:00:00	39,58%	31,55%	14,65%	55,19%	28,28%	32,62%	19,00%	22,86%	13,93%	44,19%
1181	2014-03-26T00:00:00	39,40%	31,55%	14,60%	55,19%	28,28%	32,62%	18,94%	22,04%	13,55%	41,16%
1182	2014-03-27T00:00:00	39,28%	31,51%	15,13%	55,19%	28,41%	32,62%	18,94%	21,60%	13,13%	40,18%
1183	2014-03-28T00:00:00	39,03%	31,47%	15,31%	55,36%	28,41%	32,46%	18,94%	21,19%	12,74%	40,27%
1184	2014-03-29T00:00:00	38,79%	31,47%	15,46%	55,53%	28,47%	32,62%	18,94%	21,39%	12,48%	41,51%
1185	2014-03-30T00:00:00	38,61%	31,47%	15,52%	55,69%	28,34%	32,29%	18,88%	21,39%	12,13%	41,62%
1186	2014-03-31T00:00:00	38,37%	31,40%	15,40%	55,69%	28,28%	32,29%	18,77%	21,39%	11,83%	41,84%
1187	2014-01-04T00:00:00	38,19%	31,36%	15,27%	55,53%	28,34%	32,29%	18,83%	21,19%	11,19%	42,42%
1188	2014-02-04T00:00:00	37,82%	31,33%	15,29%	55,19%	28,54%	31,95%	18,83%	21,19%	10,94%	43,11%
1189	2014-03-04T00:00:00	37,64%	31,25%	15,27%	55,19%	28,47%	31,95%	18,77%	21,19%	10,46%	43,89%
1190	2014-04-04T00:00:00	37,40%	31,21%	15,23%	55,69%	28,41%	31,95%	18,77%	21,00%	10,09%	44,97%
1191	2014-05-04T00:00:00	37,10%	31,14%	15,21%	55,53%	28,47%	31,62%	18,72%	21,00%	9,63%	45,64%
1192	2014-06-04T00:00:00	36,80%	30,99%	15,23%	55,19%	28,60%	31,62%	18,77%	21,00%	9,15%	45,68%
1193	2014-07-04T00:00:00	36,56%	30,81%	15,23%	55,36%	28,47%	31,95%	18,77%	20,81%	8,68%	45,91%
1194	2014-08-04T00:00:00	36,32%	30,66%	15,25%	55,36%	28,47%	31,28%	18,66%	20,81%	8,27%	45,15%
1195	2014-09-04T00:00:00	36,02%	30,52%	15,48%	55,36%	28,47%	31,28%	18,50%	20,81%	7,79%	43,81%
1196	2014-10-04T00:00:00	35,84%	30,33%	15,38%	55,19%	28,54%	30,94%	18,61%	20,81%	7,26%	42,30%
1197	2014-11-04T00:00:00	35,61%	30,22%	15,98%	55,86%	28,60%	31,28%	18,61%	20,77%	6,94%	41,23%
1198	2014-12-04T00:00:00	35,37%	30,08%	16,33%	55,86%	28,60%	30,94%	18,55%	20,63%	6,56%	40,38%
1199	2014-04-13T00:00:00	35,07%	29,93%	16,54%	55,86%	28,60%	30,94%	18,50%	20,46%	6,17%	40,02%
1200	2014-04-14T00:00:00	34,84%	29,78%	16,71%	55,86%	28,60%	30,94%	18,50%	20,23%	5,59%	40,38%
1201	2014-04-15T00:00:00	34,54%	29,60%	17,08%	55,69%	28,60%	30,94%	18,50%	20,01%	5,04%	38,21%
1202	2014-04-16T00:00:00	34,31%	29,52%	17,38%	55,69%	28,67%	30,61%	18,44%	19,80%	4,35%	35,46%
1203	2014-04-17T00:00:00	34,01%	29,34%	18,06%	55,69%	28,73%	30,61%	18,44%	19,39%	3,87%	32,75%
1204	2014-04-18T00:00:00	33,72%	29,16%	19,21%	55,86%	28,67%	30,61%	18,50%	19,39%	3,45%	29,38%
1205	2014-04-19T00:00:00	33,49%	29,12%	19,42%	55,53%	28,93%	30,27%	18,39%	19,39%	3,00%	24,91%
1206	2014-04-20T00:00:00	33,13%	28,97%	20,32%	55,53%	28,67%	29,93%	18,34%	19,01%	2,49%	23,53%
1207	2014-04-21T00:00:00	32,84%	28,83%	22,01%	55,53%	28,60%	29,93%	18,29%	18,67%	2,10%	22,53%
1208	2014-04-22T00:00:00	32,55%	28,68%	23,29%	55,53%	28,54%	29,93%	18,29%	18,28%	1,72%	21,18%
1209	2014-04-23T00:00:00	32,21%	28,46%	23,92%	55,19%	28,67%	29,60%	18,18%	18,07%	1,30%	19,42%
1210	2014-04-24T00:00:00	31,92%	28,31%	15,63%	55,69%	28,60%	29,93%	18,18%	17,78%	0,61%	18,67%
1211	2014-04-25T00:00:00	31,63%	28,17%	15,27%	55,53%	28,41%	29,60%	18,08%	17,74%	0,41%	17,71%
1212	2014-04-26T00:00:00	31,34%	27,98%	15,27%	55,19%	28,34%	29,26%	18,03%	17,59%	0,46%	16,58%
1213	2014-04-27T00:00:00	30,94%	27,80%	15,27%	54,86%	28,34%	29,26%	17,98%	17,29%	0,55%	16,13%
1214	2014-04-28T00:00:00	30,65%	27,65%	15,29%	55,19%	28,34%	29,26%	17,93%	17,11%	0,61%	14,71%
1215	2014-04-29T00:00:00	30,42%	27,54%	15,65%	55,03%	28,54%	28,92%	17,98%	16,94%	0,64%	15,83%
1216	2014-04-30T00:00:00	30,08%	27,28%	15,63%	54,36%	28,60%	28,59%	17,93%	16,78%	0,80%	17,22%
1217	2014-01-05T00:00:00	29,85%	27,17%	15,65%	54,53%	28,60%	28,92%	17,88%	16,62%	0,83%	18,17%
1218	2014-02-05T00:00:00	29,46%	27,03%	15,65%	54,36%	28,54%	28,92%	17,88%	16,62%	0,86%	18,97%
1219	2014-03-05T00:00:00	29,23%	26,84%	15,67%	54,20%	28,54%	28,92%	17,88%	16,43%	0,90%	16,85%
1220	2014-04-05T00:00:00	29,00%	26,66%	15,67%	54,20%	28,34%	28,59%	17,88%	16,23%	0,90%	13,84%
1221	2014-05-05T00:00:00	28,72%	26,51%	15,71%	54,03%	28,54%	28,59%	17,88%	16,12%	0,86%	9,60%
1222	2014-06-05T00:00:00	28,50%	26,38%	15,73%	54,20%	28,34%	28,59%	17,78%	15,97%	0,86%	9,48%
1223	2014-07-05T00:00:00	28,22%	26,33%	15,73%	53,86%	28,41%	28,59%	17,73%	15,90%	0,93%	10,46%
1224	2014-08-05T00:00:00	28,11%	26,20%	15,75%	53,53%	28,08%	28,25%	17,73%	15,83%	0,90%	10,75%
1225	2014-09-05T00:00:00	28,05%	26,04%	15,77%	53,20%	27,76%	28,25%	17,64%	15,69%	0,83%	10,77%
1226	2014-10-05T00:00:00	28,16%	26,02%	17,10%	54,53%	28,15%	28,59%	17,69%	15,62%	0,96%	41,17%
1227	2014-11-05T00:00:00	28,33%	25,99%	17,33%	55,86%	28,60%	28,76%	17,78%	15,97%	1,67%	48,40%
1228	2014-12-05T00:00:00	28,50%	25,96%	17,40%	55,69%	28,60%	28,76%	17,78%	16,12%	1,69%	58,45%
1229	2014-05-13T00:00:00	28,44%	25,99%	17,42%	55,86%	28,67%	28,92%	17,73%	16,43%	1,41%	55,87%
1230	2014-05-14T00:00:00	28,22%	26,02%	17,44%	55,86%	28,99%	28,76%	17,73%	16,62%	1,34%	51,50%
1231	2014-05-15T00:00:00	27,99%	26,02%	17,48%	55,86%	28,99%	28,59%	17,73%	16,62%	1,16%	46,36%
1232	2014-05-16T00:00:00	27,77%	25,94%	17,48%	56,03%	28,93%	28,42%	17,64%	16,62%	0,96%	41,87%
1233	2014-05-17T00:00:00	27,66%	25,86%	17,46%	56,03%	28,67%	28,42%	17,59%	16,54%	0,61%	39,29%
1234	2014-05-18T00:00:00	27,32%	25,83%	17,48%	55,69%	28,60%	28,08%	17,50%	16,47%	0,90%	37,64%
1235	2014-05-19T00:00:00	26,94%	25,76%	17,48%	55,53%	28,54%	27,91%	17,40%	16,39%	0,64%	35,95%
1236	2014-05-20T00:00:00	26,60%	25,73%	17,48%	55,53%	28,47%	27,91%	17,32%	16,23%	0,64%	32,32%
1237	2014-05-21T00:00:00	26,27%	25,60%	17,48%	55,53%	28,47%	27,58%	17,23%	16,23%	0,64%	30,27%
1238	2014-05-22T00:00:00	25,89%	25,47%	17,48%	55,53%	28,21%	27,41%	17,15%	16,43%	0,55%	29,04%
1239	2014-05-23T00:00:00	25,61%	25,37%	17,48%	55,03%	28,28%	27,07%	17,02%	16,62%	0,49%	26,37%
1240	2014-05-24T00:00:00	25,23%	25,21%	17,48%	54,69%	28,08%	26,90%	16,97%	16,78%	0,49%	23,99%
1241	2014-05-25T00:00:00	24,85%	25,08%	17,48%	54,36%	28,28%	26,74%	16,87%	16,78%	0,55%	23,21%
1242	2014-05-26T00:00:00	24,58%	24,92%	17,35%	54,36%	28,15%	26,57%	16,76%	16,62%	0,55%	23,43%
1243	2014-05-27T00:00:00	24,20%	24,77%	17,63%	54,03%	27,89%	26,40%	16,65%	16,54%	0,55%	23,59%
1244	2014-05-28T00:00:00	23,76%	24,66%	17,79%	53,86%	27,76%	26,06%	16,49%	16,19%	0,55%	23,74%
1245	2014-05-29T00:00:00	23,39%	24,53%	17,79%	53,70%	27,76%	25,90%	16,29%	15,76%	0,55%	23,78%
1246	2014-05-30T00:00:00	23,01%	24,40%	17,79%	53,37%	27,57%	25,73%	16,14%	15,15%	0,58%	24,33%
1247	2014-05-31T00:00:00	22,69%	24,25%	18,15%	53,04%	27,57%	25,56%	16,14%	14,64%	0,77%	25,02%
